Length	log2FoldChange	logCPM	LR	PValue	padj	Gene_name
ENSMUSG00000033788	8328	-0.961983894245704	5.57683737530257	15.8342320947821	6.91402657222758e-05	0.00624138290182869	Dysf
ENSMUSG00000004098	6809	-2.61405609856375	4.96126667120273	15.6816537363251	7.49476339663958e-05	0.00664055009296653	Col5a3
ENSMUSG00000030116	3589	-2.69154282998042	4.16748114862256	15.6766682388934	7.51454542099775e-05	0.00664055009296653	Mfap5
ENSMUSG00000016918	11294	-1.43900572474646	3.49584642593058	15.6278663967841	7.71098241206743e-05	0.0066911219534646	Sulf1
ENSMUSG00000072941	3738	-1.44752767176195	3.82784618786981	15.6013893994634	7.81971086978009e-05	0.0066911219534646	Sod3
ENSMUSG00000029860	5390	-0.961864362341771	4.97146441869701	15.5814052480018	7.90279659370368e-05	0.0066911219534646	Zyx
ENSMUSG00000029547	9270	-0.771097088782071	5.0606149154788	15.5810804971944	7.90415407969593e-05	0.0066911219534646	Ints1
ENSMUSG00000016382	4238	-0.831610283865049	4.56445771872985	15.5756520110021	7.92688038045188e-05	0.0066911219534646	Pls3
ENSMUSG00000001150	7197	-0.888860815351151	4.24095490832198	15.5694505711548	7.95292310199539e-05	0.0066911219534646	Mcm3ap
ENSMUSG00000034201	6100	-1.26240692571334	3.41160600215497	15.5587975510405	7.99786117639678e-05	0.0066911219534646	Gas2l1
ENSMUSG00000022822	10681	-0.835292714795408	5.94323036760265	15.543028255669	8.06485084997532e-05	0.0066911219534646	Abcc5
ENSMUSG00000036412	2975	-4.24573657838293	1.67642141116075	15.5226988270821	8.1520461639271e-05	0.0066911219534646	Arsi
ENSMUSG00000029675	8098	-1.98175241668923	3.72670689079527	15.5210396956052	8.15920409954464e-05	0.0066911219534646	Eln
ENSMUSG00000006403	4810	-1.7796636837668	1.563503815331	15.5003351431605	8.24906269483014e-05	0.00671750594974104	Adamts4
ENSMUSG00000070803	1249	-1.19387934462504	4.35821553566898	15.4708320830296	8.37883023756517e-05	0.00677579709141989	Cited4
ENSMUSG00000019916	4114	-0.720472379009435	5.31938451150842	15.365584888437	8.85871774728434e-05	0.00711446677014663	P4ha1
ENSMUSG00000053460	3244	-0.903622376640955	3.81617822034656	15.2438063678785	9.44861000360646e-05	0.00753623722547926	Ggcx
ENSMUSG00000024481	5275	-1.66893682925592	1.54572145559603	15.1055862889378	0.000101662005342128	0.00805342892659242	Lvrn
ENSMUSG00000054675	2315	-2.81975264082107	1.99393360264752	15.0503935918357	0.000104678425499761	0.00823635314151833	Tmem119
ENSMUSG00000000555	4933	-1.20353343313496	3.97916744427082	15.00023863686	0.000107497582152114	0.00840140499437162	Itga5
ENSMUSG00000032265	5703	-1.5754653868742	2.64728064716923	14.9620268603902	0.000109696610870794	0.0085161135572693	Tent5a
ENSMUSG00000001995	9617	-1.42360437884623	3.22090651237891	14.8394154143159	0.000117063175590487	0.00901094566331501	Sipa1l2
ENSMUSG00000030091	10474	-0.912139574893712	4.99780068609267	14.792131394096	0.000120035317880825	0.00913602141648504	Nup210
ENSMUSG00000023938	4765	-0.777833393084586	4.84486764012442	14.7679940604083	0.000121581691413486	0.0091936285487665	Aars2
ENSMUSG00000037458	6256	-0.770488282504038	5.52024507823227	14.7378432497452	0.000123541525154027	0.00926226781824414	Azin1
ENSMUSG00000032633	4322	-0.955415412745095	6.90436643660362	14.7296406054727	0.000124080187174417	0.00926226781824414	Flcn
ENSMUSG00000049858	2497	-0.843497464521928	4.15176303303038	14.6409612335909	0.000130056861443198	0.00964657421341424	Suox
ENSMUSG00000048332	5108	-1.0297205601267	4.20015259802176	14.6149045561087	0.000131867475506252	0.00970246541661253	Lhfpl6
ENSMUSG00000055116	7523	-1.16752905873675	4.46125291453913	14.606217070459	0.000132476771253018	0.00970246541661253	Bmal1
ENSMUSG00000031494	1583	-2.04958240847593	0.826366589874043	14.5017042553497	0.000140032798470571	0.0101917621136863	Cd209a
ENSMUSG00000015766	12355	-0.99245605782763	3.48542151420993	14.4752719865288	0.000142011596161674	0.0102715840826255	Eps8
ENSMUSG00000035151	11138	-1.13213376269102	3.4346586240919	14.4165126021873	0.00014651195835835	0.010444678131162	Elmod2
ENSMUSG00000034723	10907	-1.26798418496046	4.24392299357937	14.4039949748622	0.000147489083604867	0.010444678131162	Tmx4
ENSMUSG00000039084	1680	-1.69130133918251	3.05643664432224	14.3975792715775	0.000147992433803498	0.010444678131162	Chad
ENSMUSG00000036902	6129	-1.71778595038927	2.77418289445475	14.3704480680302	0.000150140234807287	0.0105324279176557	Neto2
ENSMUSG00000075602	1205	-1.02563850534017	5.76469314630981	14.3394456099098	0.000152632953774348	0.0106431781239658	Ly6a
ENSMUSG00000027274	3227	-1.01904424724886	3.12483234302916	14.3059767893512	0.000155370783822783	0.0107695998667637	Mkks
ENSMUSG00000061100	599	-1.34720494507949	2.69297914845977	14.2053736336518	0.000163901787282724	0.0112937059935344	Retnla
ENSMUSG00000028995	10117	-1.14142396997501	2.9437611280705	14.156137648843	0.000168247326993824	0.011524941899077	Hycc1
ENSMUSG00000055980	9144	-1.26359022505792	6.8644740807976	14.1090679619227	0.000172510139036337	0.0117478395852523	Irs1
ENSMUSG00000036887	1040	-2.7035860298554	3.93535770320608	14.0935964011605	0.000173934926211577	0.0117760012542664	C1qa
ENSMUSG00000027087	10744	-0.919441301536386	3.85198065674002	14.0489634108201	0.00017811198003001	0.0119890983089564	Itgav
ENSMUSG00000035493	3771	-1.11249180691606	4.66553812035505	14.0179649556235	0.000181072341044703	0.0121183184566987	Tgfbi
ENSMUSG00000011832	8524	-0.816932710037921	4.10233860222482	13.9677126846336	0.000185977123303184	0.0123754491478033	Evi5l
ENSMUSG00000079105	2676	-1.32765539384775	2.81257444130028	13.9264267063686	0.000190106765186665	0.0125783709124927	C7
ENSMUSG00000031274	6718	-2.3400327120496	0.856361070533513	13.886181368344	0.000194221224066605	0.0127780008715007	Col4a5
ENSMUSG00000022464	4261	-0.785836085870778	6.35474157697052	13.7542282603839	0.000208351300344957	0.0136306229916686	Slc38a4
ENSMUSG00000023224	2325	-1.16596561516381	6.14457815885853	13.7423167117334	0.000209676726499905	0.0136407010060972	Serping1
ENSMUSG00000074221	7354	-1.08935286429185	3.09365930256098	13.6780605561258	0.000216974580247944	0.0140370499277073	Zfp568
ENSMUSG00000113326	2028	-1.54493288038121	2.10832906222326	13.6567105282291	0.000219455616587089	0.0141142271022625	Gm47586
ENSMUSG00000022946	9890	-0.894232039058975	4.27260653571529	13.647015997741	0.0002205916129336	0.0141142271022625	Dop1b
ENSMUSG00000030265	5347	-0.889276560066658	4.56897278753999	13.6135228775041	0.000224562101534761	0.0142897577725262	Kras
ENSMUSG00000028552	6931	-0.877254002647285	5.7935470347725	13.5704660674693	0.000229772320560802	0.0145418406137529	Eps15
ENSMUSG00000008348	2893	-0.730001563043448	8.4381466003095	13.5018804873456	0.000238324504285556	0.0149209078086306	Ubc
ENSMUSG00000021508	1827	-0.806533868391273	5.73519220217504	13.45262508685	0.000244663606584206	0.0151548281844313	Cxcl14
ENSMUSG00000031207	6327	-0.712332713874883	6.07850094538463	13.4074385151384	0.000250628426725715	0.015442158884767	Msn
ENSMUSG00000027765	4291	-1.05943825218661	3.27449834288171	13.3749926520376	0.000255001627666033	0.0156289155482682	P2ry1
ENSMUSG00000021702	3289	-1.0769057558234	6.56809894356726	13.3519237191012	0.000258157670410145	0.0157395082299798	Thbs4
ENSMUSG00000009905	8147	-1.10164771207266	3.32355249009457	13.297159522465	0.000265808508856466	0.0161215629460081	Kdsr
ENSMUSG00000029093	8802	-1.90323353572663	1.56179570172115	13.2786363205462	0.00026844769137375	0.01619727132667	Sorcs2
ENSMUSG00000074971	2267	-1.30436686937331	2.60148043251472	13.255080615558	0.00027184209391035	0.0163175318741547	Fibin
ENSMUSG00000104453	2213	-0.715574739846337	5.05867984569604	13.2262284140104	0.00027605873949213	0.0164388707358639	Gm37829
ENSMUSG00000020315	17492	-0.668890483508265	6.63359229442895	13.2214068447618	0.000276769796889035	0.0164388707358639	Sptbn1
ENSMUSG00000071984	9870	-2.48895020195756	4.76869284818252	13.2124301995533	0.000278098543148578	0.0164388707358639	Fndc1
ENSMUSG00000032788	5397	-0.934251158485655	3.99561851055171	13.1846804453749	0.00028224693914254	0.0165998262945196	Pdxk
ENSMUSG00000052688	4624	-1.96702358620424	1.76739744927186	13.1500988147324	0.000287504080890785	0.0168240453365487	Rab7b
ENSMUSG00000019997	2861	-1.43988860003981	3.10859276913166	13.1294397354833	0.000290691687885413	0.0169255235271282	Ccn2
ENSMUSG00000038886	10317	-0.775266336051113	7.04712088064466	13.1142491323962	0.000293058242579073	0.016978424053897	Man2a2
ENSMUSG00000074457	1617	-0.753742299250675	5.0672710871596	13.0725275668158	0.000299658497330766	0.0172532518924182	S100a16
ENSMUSG00000024011	6364	-2.97897806911032	3.81070055323397	13.0589788391711	0.000301833952141425	0.0172532518924182	Pi16
ENSMUSG00000020170	8747	-1.0114213951729	3.47568823257933	13.0472409427997	0.000303731519804421	0.0172532518924182	Frs2
ENSMUSG00000035547	5485	-2.05285987865419	1.42991768418654	13.0263450710679	0.000307139396364656	0.0172532518924182	Capn5
ENSMUSG00000032231	3731	-1.47976690307506	5.75999298572326	13.0262723808601	0.000307151318342029	0.0172532518924182	Anxa2
ENSMUSG00000038023	6726	-0.69195937401432	5.26439468826724	13.0218351560802	0.00030787995525295	0.0172532518924182	Atp6v0a2
ENSMUSG00000021877	3603	-0.796080162410693	5.05478739167952	13.0200526244427	0.000308173155313267	0.0172532518924182	Arf4
ENSMUSG00000031557	5579	-0.952187647473621	3.71261301506031	12.979445087344	0.000314929291219119	0.0175471368241466	Plekha2
ENSMUSG00000031595	3126	-1.73529225296593	1.42858307708587	12.9600121578514	0.000318215113818298	0.0176457857162575	Pdgfrl
ENSMUSG00000059498	1736	-2.59729679249781	1.58961567741787	12.9328233909243	0.000322870436504041	0.0178190816734102	Fcgr3
ENSMUSG00000019122	3045	-2.84839807875723	3.24573743895513	12.8510401130187	0.000337291711806287	0.0184443670495626	Ccl9
ENSMUSG00000037071	4892	-2.06110991369897	5.65590964451453	12.8499950116462	0.000337480143410922	0.0184443670495626	Scd1
ENSMUSG00000035279	4590	-2.10076600436021	2.96153004754904	12.8418525286233	0.000338951871928416	0.0184443670495626	Ssc5d
ENSMUSG00000036943	4733	-1.26049316930335	3.22877150642313	12.8001765687803	0.000346586638641452	0.0187720995673475	Rab8b
ENSMUSG00000027340	7951	-0.84412729714474	3.80470849931605	12.7896722080683	0.00034853818506982	0.0187904035423058	Slc23a2
ENSMUSG00000091971	2967	-2.14923328397047	2.95591644764315	12.7070193350687	0.000364285601609019	0.0195420155411537	Hspa1a
ENSMUSG00000019932	2280	-2.30341888895354	1.578640687793	12.6990779028709	0.000365835928550581	0.0195420155411537	Kera
ENSMUSG00000024937	6964	-0.66566447861634	8.15721617981629	12.6789377303957	0.000369797600764141	0.0196634386342394	Ehbp1l1
ENSMUSG00000020681	5287	-1.61805699521083	4.93634149851338	12.6651463312771	0.000372535371888208	0.0197189745710826	Ace
ENSMUSG00000035258	7416	-1.31160782616479	3.66990753691553	12.6553616894306	0.000374490139214569	0.0197327496432292	Abi3bp
ENSMUSG00000004317	11452	-1.84786157167515	1.59811282936765	12.6392222324853	0.000377737099998373	0.01981418256523	Clcn5
ENSMUSG00000009687	4192	-1.32786152744433	2.81814931624186	12.6094614154621	0.000383799076716377	0.0200418845218036	Fxyd5
ENSMUSG00000021200	3542	-0.691856515132866	9.85133051020959	12.5943039138954	0.00038692412796842	0.0201148726347868	Asb2
ENSMUSG00000017009	2547	-1.03815211996866	5.71856093777691	12.5810094950743	0.000389686187249945	0.0201684251134472	Sdc4
ENSMUSG00000121135	1552	-2.17413106390161	3.49738595654159	12.5714277933128	0.000391689215083815	0.0201823934055355	Hmga2-ps1
ENSMUSG00000033544	2841	-1.70417428286346	1.98451813261384	12.5544407362048	0.000395265875375544	0.0202769652808291	Angptl1
