gene_names_tpm	mm_24	mm_9	mm_24_rep1	mm_9_rep1	mm_24_rep2	mm_9_rep2	mm_9_rep3
ENSMUSG00000000594	Gm2a	1.63580638771631	1.35051365411091	1.15097617839466	2.72575925823293	1.47361705056983	1.40206233675174	1.86039633205086
ENSMUSG00000000600	Krit1	2.49096232589082	2.05959686034879	2.27428194085876	2.97220205428368	2.29299784287185	1.9030027809214	3.05222493658208
ENSMUSG00000000605	Clcn4	3.04266919917192	3.8471182982776	3.87513188402857	3.88575434838452	3.5678940324923	3.87042291944018	3.99127149267307
ENSMUSG00000000628	Hk2	2.82568428933167	4.42298362586455	5.3396786147828	4.37916672161567	3.57543202583903	4.13968264190535	5.00820108972045
ENSMUSG00000000631	Myo18a	4.2738029828107	4.35213483700231	4.10624252580762	4.87235603944473	4.25381164048253	4.71609971388268	4.63523496238617
ENSMUSG00000000693	Loxl3	-1.13841934864487	-1.40833972977447	-1.1119850758837	1.21949567498181	-1.24167976479524	-0.240810070412595	-0.379954173640151
ENSMUSG00000000711	Rab5b	4.29870098000042	4.62620133525725	4.5162242847923	4.88192108107988	4.52891013739264	4.72698969774881	4.99968365443164
ENSMUSG00000000732	Icosl	-0.52006585670662	-1.78227295796696	-1.12533993435907	-1.83725888150461	-1.58271941190841	-0.61442980812051	-0.489886736207375
ENSMUSG00000000738	Spg7	4.20025668481556	4.55615170211586	4.65100219368803	4.63220893580395	4.72891475480877	4.9192855870165	4.74151789780633
ENSMUSG00000000740	Rpl13	7.68896363201665	7.32194068234668	7.40350320638106	7.93913321451607	7.471467223734	7.62380443450953	7.3440182090057
ENSMUSG00000000743	Chmp1a	4.16942662453326	4.25370296720527	4.32415188149147	4.82290509597193	4.45678893664598	4.65352853020604	4.48159383196415
ENSMUSG00000000751	Rpa1	3.76735065623488	3.9745095808328	3.96511573494026	4.39864520059486	3.89918259253094	4.11415560299387	3.96012142166793
ENSMUSG00000000753	Serpinf1	-3.32192809488736	2.12778546447093	2.37654627784721	2.98746039853789	-3.32192809488736	2.81404544309823	4.0526753333345
ENSMUSG00000000759	Tubgcp3	-0.330523256407654	-2.85082389432631	-0.0576063576883726	1.27426524003101	-2.13372342560795	0.746689409016678	-0.640690245426857
ENSMUSG00000000776	Polr3d	0.769423927437128	-0.510802366028989	-0.836658426986655	-1.41933350242813	-0.118310324592593	-1.49575590136385	0.672080411761361
ENSMUSG00000000787	Ddx3x	2.53788097936148	3.08976744459765	2.72156449563036	3.17934352231296	2.61374426975437	3.2530126213514	3.38173051097698
ENSMUSG00000000794	Kcnn3	-0.733423321119548	-0.884260901711878	0.0823701453739726	0.167106108587126	-0.33605610916415	-1.35516910854295	-0.737422519946222
ENSMUSG00000000804	Usp32	-0.66810679258193	-0.776866635911266	-0.574781343516488	0.80854733184876	-0.800485319922297	0.189147716871233	0.66385738525273
ENSMUSG00000000823	Zfp512b	1.75271305871781	1.60243740086277	1.80055412923714	1.63526962001872	0.801359004993692	1.58939869305273	1.39534034076283
ENSMUSG00000000826	Dnajc5	2.53168388008469	2.63091377349367	2.80062577476002	3.09337086917311	2.66210339060922	2.83862810723325	3.18834600745672
ENSMUSG00000000827	Tpd52l2	2.73210049527427	2.84254786910231	2.61838785168373	3.39436459658717	2.93189386799642	3.06377937484684	3.22095086121596
ENSMUSG00000000838	Fmr1	0.265555715456393	0.1866767635888	-0.127590421499549	1.02727297337692	0.573581026480877	0.086429161920392	1.31143510608134
ENSMUSG00000000876	Pxmp4	1.11233515979599	2.36142616995854	2.91721213585583	1.74220502599021	1.72904629723505	2.11303766722233	2.28299068181091
ENSMUSG00000000902	Smarcb1	1.75342183468152	1.5694580379201	-0.0413206229546434	1.1291293411287	0.348091882791139	0.0660299310802502	0.0150150679399322
ENSMUSG00000000934	Top1mt	1.79224441967108	2.22915874172772	1.87880497683303	1.8745719390622	1.57398182363722	2.08828646983529	2.24539952051212
ENSMUSG00000000938	Hoxa10	1.80690720493264	2.10519631698881	2.80918124800329	1.87779410548761	2.28494551510561	1.74052652816274	1.41462969996306
ENSMUSG00000000948	Gm38393	1.32672773910866	0.179057469542012	-0.854969538889614	1.71960402829255	-1.01941309056103	1.29505058959518	0.622135713029223
ENSMUSG00000000957	Mmp14	0.540882313712451	1.65439246099832	1.06150594772011	4.48622453288135	1.34983571877211	2.022456236427	1.44342099862479
ENSMUSG00000000959	Oxa1l	2.97622265902465	3.65399070240635	3.75117982466767	3.79903548420073	3.32963053198196	3.86617616126908	4.14539369726715
ENSMUSG00000000976	Heatr6	0.900508637116288	0.820109507105963	1.00716463744881	1.45736787628879	1.20672198248141	1.10683806919465	1.10533144083812
ENSMUSG00000001016	Ilf2	0.746393606684408	1.29307673548252	0.774634850539189	1.18954184200437	-0.151424528460871	-0.670272464391777	1.80771967169083
ENSMUSG00000001017	Chtop	-0.29830368700482	2.17171315526692	2.54269512634144	1.86898380666579	2.2072619249606	2.0564232970868	2.16367970187252
ENSMUSG00000001018	Snapin	4.94765713408008	5.17700585627246	5.42722050869758	5.55083111325277	5.13956682291799	5.34621784175126	5.33410116185672
ENSMUSG00000001020	S100a4	2.09453066039343	2.28955563520511	1.97228128943862	5.47444460983706	2.23700531542855	2.33485770091139	3.28274091578344
ENSMUSG00000001025	S100a6	4.95500278415403	5.28968959834101	5.77468239124362	6.79651982139039	4.86270816719869	5.53885665120317	6.22942143797028
ENSMUSG00000001027	Scn4a	5.46468643125601	5.88786845486911	5.23226802937736	5.78107830808701	5.68212513835238	5.65675834293211	5.52710240408444
ENSMUSG00000001034	Mapk7	-0.311737268004465	-0.856559558966319	-1.79714726292647	-0.0116156068037265	0.668932397464697	-2.50974205940931	-2.89916763797213
ENSMUSG00000001036	Epn2	2.13312025963086	1.59292866912167	1.77574885183505	2.1569625158305	2.12575358094167	2.11135421284893	2.3084628144349
ENSMUSG00000001052	Sec24b	-2.45854463390701	0.725601569278737	-0.1265127733875	1.42679503219395	-0.823271287110396	1.25658378293924	1.26380544048496
ENSMUSG00000001054	Rmnd5b	0.421232457026903	0.519842791105297	0.973959463899894	1.20521294696844	1.31045122712113	1.17602973534927	-0.516926684379833
ENSMUSG00000001056	Nhp2	2.8275308632256	2.8814682663218	3.8389950169097	3.46130852384258	3.37772527891663	3.32025056406216	3.69058739278098
ENSMUSG00000001062	Vps9d1	2.56767613120464	1.97010745556866	2.63070879698059	2.97435437969366	2.44203394650037	2.34909234007862	2.5957578522409
ENSMUSG00000001065	Zfp276	2.15507175809998	0.593566035926939	-0.459066122083202	0.796254689052557	-0.123748288137177	0.11218767652451	0.138983494114236
ENSMUSG00000001082	Mfsd10	0.0915861063619701	-3.32192809488736	1.07804548848711	1.36453545400732	0.210820236839908	-0.50204740539344	0.214997620517909
ENSMUSG00000001089	Luzp1	1.36134952411424	0.252881867772068	0.0993598464013129	0.96995463416	1.1903929873074	0.308083564029415	1.79666876578709
ENSMUSG00000001100	Poldip2	2.06831413373971	1.65736378611891	1.80729144207924	2.64232011395976	0.754832785580619	0.793422326261985	1.94533689154689
ENSMUSG00000001105	Ift20	1.68125134501521	1.6399530990364	2.06741706444687	2.76461346121081	1.59481461148473	2.22972787890357	2.30775783011063
ENSMUSG00000001119	Col6a1	0.859704036107781	3.19599335905684	2.38067210522234	5.14371964542887	2.41703992222373	2.87865158659208	3.12442524893413
ENSMUSG00000001120	Pcbp3	-1.93346299760421	-0.426431575960741	-2.84505911016948	0.634003989560058	0.826295059144828	-0.785571763119025	-0.246968890640609
ENSMUSG00000001127	Araf	4.91051312341792	5.3602379825209	5.39661022659619	5.3685851724527	5.30702367585273	5.51823161865596	5.44118781233664
ENSMUSG00000001128	Cfp	-0.389010860946296	1.02972143353617	0.269338414766515	3.20453217628536	0.265888117771322	1.18696384444266	1.5854933148324
ENSMUSG00000001134	Uxt	2.91868104080984	1.99317000957319	2.67616561251829	3.34569115810265	3.02699175688081	2.9501755527948	2.8665913217685
ENSMUSG00000001138	Cnnm3	-1.14215273397603	-3.32192809488736	0.179130103012042	-0.334456235991785	-1.65888867139235	-0.900726343660394	-0.0824353432863339
ENSMUSG00000001143	Lman2l	1.87626782380616	2.29225551121554	2.39868911214939	3.63079614848744	1.46315211810261	2.43517918189067	2.04947986926499
ENSMUSG00000001150	Mcm3ap	0.888247217430465	1.93041073120059	1.17223595003315	1.17579794474624	0.108177833793762	0.943958823013336	2.62436881554325
ENSMUSG00000001151	Pcnt	2.45851036050469	2.39770002586864	2.64513881012949	3.06204155995684	2.35176399937302	2.1836484810351	3.06199664527892
ENSMUSG00000001173	Ocrl	1.07537380617399	1.28324084917698	1.59744965160637	1.33442239706373	-0.0609329363565231	0.81818631028339	0.514731283541931
ENSMUSG00000001175	Calm1	6.47120001399075	5.33039210765409	6.55108371343228	5.69859094111361	5.31492592492762	5.36050313101476	5.97134011385895
ENSMUSG00000001211	Agpat3	4.43859752884198	5.09511273902526	5.09826681246146	5.32486207590317	5.16586383490353	5.03572335549491	5.53081662453255
ENSMUSG00000001229	Dpp9	3.10879691223482	3.50104418119871	3.26579362490456	3.57301077697965	3.21327992846823	3.82355464446941	3.61994303615369
ENSMUSG00000001240	Ramp2	2.54486913065347	3.35983879824191	3.35407987240316	3.47180746485814	3.32893380840136	3.42436679899441	4.05995128729269
ENSMUSG00000001248	Gramd1a	1.564979511687	2.00121099476529	1.44936433589514	2.19763456683873	2.49069334468973	2.23941728959308	2.73338319422611
ENSMUSG00000001249	Hpn	1.10833777250713	1.24160652735028	1.13512702257734	-0.441032987607217	1.86738490827238	0.685577803772655	0.0884862824448041
ENSMUSG00000001270	Ckb	3.90049327666848	1.60117496045111	1.92157457610955	3.30643811762586	1.72086505654296	2.22453981969464	1.34413197293298
ENSMUSG00000001280	Sp1	-0.846472206785494	-0.790686387599925	-1.17606481297674	-0.378524319025951	-1.02749261096093	-1.10141549275581	-0.63038499689959
ENSMUSG00000001285	Myg1	1.63184511804811	1.95852014350413	2.40629747102149	3.11852136386639	1.88670348039308	2.35263876621398	2.04336480466457
ENSMUSG00000001289	Pfdn5	4.80959420395199	4.64380055838137	5.6491755136975	5.01627210709449	4.77834737128517	5.00523383468337	5.64331978261205
ENSMUSG00000001305	Rrp15	1.05303972138611	1.35331933856833	1.41345164715156	1.25646905320235	1.12490708219868	1.79361293263282	1.98829567465888
ENSMUSG00000001323	Srr	0.553249409082158	1.29648148879741	1.22127204286295	2.0785975389476	0.948389286543523	1.5627059662841	1.89042412303273
ENSMUSG00000001333	Sync	3.2667865406949	3.3003095785878	3.59404244266804	4.20070882851678	3.78284047000647	3.1806588577846	3.62662603245052
ENSMUSG00000001334	Fndc5	3.69307419010154	3.8084847280691	4.25306248316578	3.44333691654527	4.06205753888003	4.15788562957987	3.91863897018872
ENSMUSG00000001349	Cnn1	-0.192518126364585	-0.386956871635132	-0.973667343344973	0.15721708191222	-0.514503100772366	-0.56339678272077	0.253163941718939
ENSMUSG00000001376	Vps50	1.04345020064196	-1.50584043628716	0.574237170765786	1.69912026973929	-1.61297721634845	-1.171066263832	1.67958233721719
ENSMUSG00000001380	Hars1	2.77735890273124	3.18463957438468	3.3567211953523	3.6898061396104	3.08777188434396	3.26552586150056	3.5704402217587
ENSMUSG00000001403	Ube2c	-0.180349799216695	-0.0735405110222768	-0.211063770755173	1.25286733886505	0.424795275922525	-0.192498342709217	0.272935711184887
ENSMUSG00000001415	Smg5	0.71102083186224	-0.107038615109056	1.43272321342117	1.50642523753082	1.83674379322127	0.00122144549045989	1.66347305563831
ENSMUSG00000001416	Cct3	1.59728993020038	-2.20807426752163	-0.0880354342898049	0.696402518807579	2.27944128252093	1.15356800132919	1.34025689236867
ENSMUSG00000001418	Glmp	1.03830202023185	1.90979575705958	2.34649430208222	2.93489028950695	2.47821856043469	2.74127691566335	3.28593155382983
ENSMUSG00000001419	Mef2d	3.31025663967337	4.41286842308463	3.97603848859298	4.61188251413794	4.01061631808211	4.49617546941551	4.4875741354941
ENSMUSG00000001440	Kpnb1	1.26927078245598	1.47485185331212	0.968185146383435	1.85552772181636	1.30088105050586	1.14878120653291	2.00594821547886
ENSMUSG00000001441	Npepps	3.18440614780412	2.70051540215724	3.41778987862572	3.72360628647627	3.35205310407217	2.81274135800231	3.88642772277405
ENSMUSG00000001467	Cyp51	-0.189397313911781	-0.590104039273011	-1.02690455031598	0.255303727621282	-0.334458055090102	-0.38268835051091	0.0304434377281216
ENSMUSG00000001472	Tcf25	3.68299604392702	4.23418606062496	4.37391320304655	4.93979663058521	4.32102295267544	4.4350175193064	4.68589727050864
ENSMUSG00000001473	Tubb6	2.28352801391466	2.87568650106475	3.70282994733531	5.21771366674023	3.72589435974727	3.2572241393797	4.00481425684031
ENSMUSG00000001493	Meox1	-0.320763588747947	0.400442839731448	-0.537541374955906	0.852508685757293	-0.285829229613276	0.385514973372325	0.589002156661265
ENSMUSG00000001506	Col1a1	0.13611918409167	3.64891865879069	1.91797817647916	8.35877807776039	1.98732923462779	4.23148348251207	4.27502910506534
ENSMUSG00000001507	Itga3	-1.67177014654917	-0.0457113600850213	-0.424048764678993	-0.622669650628556	-1.03233852511239	-0.222737266661879	-1.47615304573554
ENSMUSG00000001508	Sgca	3.33111959388814	3.90690579191625	3.99816733511527	3.9297702659283	3.64530727264381	3.73849072628694	3.9196590038918
ENSMUSG00000001518	Itfg2	0.837421759683858	-0.24184694260677	-0.52554007427447	1.32559192361712	1.91102846079918	0.314931977471837	1.74920643294842
ENSMUSG00000001521	Tulp3	1.04758445376218	0.694298987145184	0.818206765912811	1.79180073788973	1.79083624887127	0.549220645849769	1.073567311137
ENSMUSG00000001542	Ell2	3.04730524939278	2.50206882532011	1.97727589310814	2.49547874213599	3.05241085097017	2.39165143097015	3.40694939282717
ENSMUSG00000001552	Jup	3.95058832269394	4.48982593659836	4.38987637980186	4.66375510847388	4.46626910977207	4.25707279158983	4.5993689180003
ENSMUSG00000001576	Ergic1	3.12195616248278	2.90437985399953	3.28860145201669	3.94582734913982	3.08012772518903	3.48260992189913	3.14192695686531
ENSMUSG00000001627	Ifrd1	2.06053546481643	4.567019977817	5.38787337041362	3.64530554314915	3.58519583777339	5.07373875812981	5.05481232236182
ENSMUSG00000001632	Brpf1	1.09524323965758	1.09460700088148	1.11960983000139	1.60422080570665	1.17677019406107	0.629075864710003	0.897461944557505
ENSMUSG00000001656	Hoxc11	-1.10599483616423	0.0636009594050438	-1.21785651269848	-0.136196313099121	-0.619170829479369	-1.16541174410069	-0.855204406903707
ENSMUSG00000001661	Hoxc6	-0.025533829749529	1.01449741286442	-0.63296895836551	0.967879079788414	-0.213438765024779	-0.413197793889254	0.586805087820885
ENSMUSG00000001666	Ddt	3.90005944554826	3.33013987172149	3.81872337894113	3.67363217479744	3.59160043511828	3.49747492305003	3.23020608816076
ENSMUSG00000001687	Ubl3	3.93359746977479	3.96336490042741	3.87169542960194	3.96318657359706	3.92650854311202	4.36134018876528	4.41749522223254
ENSMUSG00000001700	Gramd2b	0.598785374326461	1.12524970949012	1.2542221353145	1.43177805112164	0.626460630941045	1.66326217729395	1.76785265209528
ENSMUSG00000001707	Eef1e1	1.19962712005441	1.42462062210934	2.7983502240129	2.31888773187712	1.67677334618179	2.29064350464647	1.04045622555234
ENSMUSG00000001729	Akt1	1.45226595448108	1.23426524617364	0.78994871627055	1.51521538983376	1.27823578414101	1.98189502042074	2.413185152554
ENSMUSG00000001739	Cldn15	-0.239497994941413	-0.259409143780579	-0.0411751382074315	-0.40433021475567	-0.357128410394985	0.333185554884092	-0.217772622106023
ENSMUSG00000001741	Il16	-0.57417120637039	-0.98326123072236	-0.515193665112744	-0.0824322882274468	-0.597393505306869	-0.735043282035178	-0.228815872734881
ENSMUSG00000001750	Tcirg1	2.05515503881965	0.447830951974516	0.474739217478125	3.46196420959393	1.33836736194846	1.80292895890337	2.22137382829001
ENSMUSG00000001755	Coasy	0.813047679683196	-1.95397000535267	0.425499050842209	0.207083216374789	0.816801198768888	0.0338014445930543	-1.88388547411086
ENSMUSG00000001761	Smo	-1.07774429269889	0.135787007442881	-0.641669009654315	1.21876939063362	0.0599020689376177	-0.452802899067203	-0.464066500152224
ENSMUSG00000001767	Crnkl1	0.86273940564087	1.17020710089037	0.913316454401304	1.17134711820516	1.3180906205878	1.33327888445175	1.14678032845994
ENSMUSG00000001768	Rin2	1.01686496944849	0.354170026024856	0.761918388175151	1.9854344874336	1.11140128950605	0.580310492278958	1.45641822497159
ENSMUSG00000001774	Chordc1	3.38421949312896	3.59449910534655	3.4541207380054	3.94947516965452	3.46637836257243	2.9071402564269	4.48745605706528
ENSMUSG00000001783	Rtcb	3.3853504096866	3.70453016898816	3.66205050987079	4.10205556699982	3.34295419040785	3.83110959212823	3.81497886179857
ENSMUSG00000001786	Fbxo7	1.76417033023835	1.44481811260348	1.73256400457289	1.65565453381302	1.48091031232052	1.51801184683063	1.6267082589123
ENSMUSG00000001794	Capns1	4.24058589683911	4.78382110622008	4.67989007629074	5.13901129457218	4.78557325386839	4.67919288311624	4.88164068839341
ENSMUSG00000001802	Lrp3	-0.108240206233205	0.210464925013828	0.389245198091519	-0.152442380807968	-0.312880171336455	-0.212032683985875	-0.30467781978274
ENSMUSG00000001829	Clpb	3.2771815226573	3.98782181074407	4.28696318395444	4.13249129835268	3.71178121465911	3.99861732595583	4.01686648449647
ENSMUSG00000001833	Septin7	3.81946525191947	4.14009861322645	4.268222974454	4.53659791214071	4.06587677565869	4.12527178234845	4.53056995421489
ENSMUSG00000001844	Zdhhc4	3.45490087586671	3.78289109507214	4.20207467828491	3.93534432758515	4.01988201771672	3.96167333097125	3.91653721724927
ENSMUSG00000001847	Rac1	5.40004656453718	5.57764082065028	5.61899493236646	6.00467490969862	5.65496279237573	5.96773077085742	6.10891491430216
ENSMUSG00000001855	Nup214	1.40046907204085	-0.378657487095905	1.26138759169237	1.10527980691581	0.933148075998811	1.81395886900868	1.32202850296805
ENSMUSG00000001870	Ltbp1	2.06203637756537	0.509162744265377	2.15070263927059	2.82915178415922	1.15821809041537	0.611017476810618	3.42266574428702
ENSMUSG00000001891	Ugp2	5.62025519768314	6.57600649090754	6.37928010449517	6.71608798126411	6.36199863895444	6.87402068156235	6.87100837555835
ENSMUSG00000001909	Trmt1	3.20867893746834	2.82120059044898	3.35870991837504	3.50347633297497	3.10319194732263	3.48835188676342	3.37551380881545
ENSMUSG00000001910	Nacc1	1.28866685547909	1.68817632933216	1.49707784996304	1.87323521729866	1.47774674102485	1.57489301676894	1.98917861734323
ENSMUSG00000001911	Nfix	3.01962097182131	3.33603339429292	3.29196919481114	3.51542483282353	3.03600476613372	3.06527967606622	3.34718628446492
ENSMUSG00000001918	Slc1a5	1.33465579574783	1.69836074005849	2.57896841178185	3.43260296413872	1.57115642375475	2.64057720233095	3.25844023010829
ENSMUSG00000001924	Uba1	3.37423783505447	3.93776037830045	3.87340532841394	4.22927235636748	3.95359742111858	3.99086829609758	4.22240125781651
ENSMUSG00000001930	Vwf	1.70435984959798	0.852655693276553	2.04136144940952	1.4846939580766	0.788156973527344	0.34468649246552	1.37801769310071
ENSMUSG00000001942	Siae	1.2442118172454	0.63837787195242	0.707730623089227	1.61569831092774	0.384441105483082	1.1819567804699	1.14081922078734
ENSMUSG00000001962	Fam50a	1.92955583062102	2.17956487166534	2.44756835315402	2.11457191974334	2.10800348709052	2.04438047926813	2.47118121606671
ENSMUSG00000001983	Taco1	-0.382528479370128	1.879481111765	0.90260694011794	2.10812864405532	1.7154475374461	1.39181885115311	1.83576403533995
ENSMUSG00000001995	Sipa1l2	-1.58761083268956	0.46755807892958	-1.09028064996842	-0.272225891133475	-0.761875954267519	0.196461004744758	0.519564045525315
ENSMUSG00000002007	Srpk3	3.94537397664187	4.12226063886282	4.31870396679666	4.71786875130838	3.97097022454269	4.43809207142129	4.35435786324342
ENSMUSG00000002010	Idh3g	6.7840287470855	7.78319365547671	7.90057181610642	7.76257606606907	7.64239550811785	7.80130756216975	7.80043290871293
