Length	log2FoldChange	logCPM	LR	PValue	padj	Gene_name
ENSMUSG00000041037	6083	-1.2655062652621	4.58076665403966	20.1000247542933	7.34957245255803e-06	0.00147607516153801	Irgq
ENSMUSG00000019846	12068	-1.20615483481088	4.53433239484095	19.5644341608957	9.7263081541566e-06	0.0019251042095843	Lama4
ENSMUSG00000002900	9917	-1.40036989492939	4.31402604581997	19.3691441605702	1.07733763341496e-05	0.00207436289334526	Lamb1
ENSMUSG00000063953	3218	-1.1477935949113	3.85179715979052	19.3672272658951	1.07841960479984e-05	0.00207436289334526	Amd2
ENSMUSG00000019929	5838	-0.920827074944425	7.5232606772472	19.2244649205191	1.16214449423756e-05	0.00214483722521307	Dcn
ENSMUSG00000032925	4229	-1.75529479251332	3.1431962478332	19.2244182385249	1.16217291254131e-05	0.00214483722521307	Itgbl1
ENSMUSG00000027860	7156	-2.21409365213993	1.88284026492877	19.1251752545746	1.22419406790892e-05	0.00222917578472429	Vangl1
ENSMUSG00000038084	7875	-0.782768108128248	6.24920822467919	19.0915221979993	1.24597134108047e-05	0.0022389777112021	Opa1
ENSMUSG00000039286	11485	-1.04193482931454	3.96324155382215	18.9543424006638	1.33884210380819e-05	0.00236941567890443	Fndc3b
ENSMUSG00000056749	2026	-2.16849504326073	5.29308843516414	18.9125729238688	1.36847777954525e-05	0.00236941567890443	Nfil3
ENSMUSG00000091243	7104	-1.84379863439595	2.33952268319929	18.8943439018106	1.38161703146096e-05	0.00236941567890443	Vgll3
ENSMUSG00000030104	6453	-1.18241964396258	3.07299670648087	18.8856105257473	1.38795675706491e-05	0.00236941567890443	Edem1
ENSMUSG00000018906	6239	-0.817966914340722	5.19803586490071	18.6583692454635	1.56359406919783e-05	0.00262481062719908	P4ha2
ENSMUSG00000007888	1644	-1.92888135872301	1.80529771825311	18.6324054236899	1.58503294296604e-05	0.00262481062719908	Crlf1
ENSMUSG00000036896	1931	-2.28034059069848	3.64876708114733	18.6192832388725	1.59598027760901e-05	0.00262481062719908	C1qc
ENSMUSG00000031343	3924	-3.53648137002143	0.194409946220468	18.5973594465404	1.61444016024546e-05	0.00262481062719908	Gabra3
ENSMUSG00000054203	4177	-2.30784461523294	1.85258229339392	18.574618501356	1.63381473259249e-05	0.00262505974153125	Ifi205
ENSMUSG00000042410	9421	-1.11067785827025	4.10428894475639	18.5415500033808	1.66240555805182e-05	0.00263323149773031	Agps
ENSMUSG00000063275	2073	-1.12272714352269	5.11289481500167	18.3877711809828	1.80210842958823e-05	0.00277148412767996	Hacd1
ENSMUSG00000021236	6039	-0.873998076575733	4.46752824533737	18.383532229957	1.80612204264125e-05	0.00277148412767996	Entpd5
ENSMUSG00000029009	7315	-1.735057512667	2.17174347063151	18.3549767172558	1.83339457455762e-05	0.00278207441163704	Mthfr
ENSMUSG00000031799	4269	-0.891891333466864	5.72743598346858	18.2946215330101	1.89240705759619e-05	0.0028400662841309	Tpm4
ENSMUSG00000034462	10169	-1.08271225885152	3.80799008152353	18.0827406584515	2.11510004762452e-05	0.00311115814538437	Pkd2
ENSMUSG00000031239	1744	-1.18154754670335	6.55010355895504	18.0795892885882	2.11860370155046e-05	0.00311115814538437	Itm2a
ENSMUSG00000074221	7354	-1.2841287718482	3.01178565530357	17.9725048119806	2.24118890744979e-05	0.00325616137330232	Zfp568
ENSMUSG00000028780	7140	-1.23922112979095	5.62039889054345	17.8933759098039	2.33632880543609e-05	0.00335865710482533	Sema3c
ENSMUSG00000011832	8524	-0.894408622638609	4.10620683484256	17.7823247717652	2.47673439753246e-05	0.00352341267365633	Evi5l
ENSMUSG00000026796	4672	-1.07972094600557	3.86748705348649	17.4857776576011	2.8946502591374e-05	0.00403390189684076	Niban2
ENSMUSG00000026185	6006	-1.05735933699432	7.21458150748096	17.4394981011647	2.96598343970877e-05	0.00409155917536391	Igfbp5
ENSMUSG00000027276	5827	-1.16013323260731	4.01808309343082	17.3926622967796	3.03997296470291e-05	0.00415169107789476	Jag1
ENSMUSG00000026547	2082	-0.826348899155218	5.12647721500772	17.3333855697454	3.13628193577442e-05	0.00418136434970769	Tagln2
ENSMUSG00000001150	7197	-0.913504934660238	4.25807606178483	17.3188175104065	3.16041693418763e-05	0.00418136434970769	Mcm3ap
ENSMUSG00000004098	6809	-2.60909603392917	4.9384939700783	17.3151178426447	3.1665758630089e-05	0.00418136434970769	Col5a3
ENSMUSG00000068566	4479	-0.930377317293838	6.2449988620422	17.3045896444781	3.1841685023768e-05	0.00418136434970769	Myadm
ENSMUSG00000030116	3589	-2.69925407356263	4.13619820078444	17.2660224377768	3.24945761619998e-05	0.00422646120613744	Mfap5
ENSMUSG00000025316	6632	-1.73297065928192	3.10640820576775	17.2224446504035	3.32484961038335e-05	0.00426433936368857	Banp
ENSMUSG00000101389	836	-3.51573630861999	1.0169671351268	17.1137609145184	3.52062925001412e-05	0.00445196608031878	Ms4a4a
ENSMUSG00000018398	6087	-1.23212013638271	3.72925711881301	17.0267912878751	3.6856097514197e-05	0.00454332525062216	Septin8
ENSMUSG00000074170	5263	-0.907243678502611	3.98506696492635	17.0218295045373	3.69525317385482e-05	0.00454332525062216	Plekhf1
ENSMUSG00000033361	6087	-2.8727774484093	1.48937970341153	17.020708654958	3.69743509885573e-05	0.00454332525062216	Prrg3
ENSMUSG00000029657	7266	-0.854748832876481	5.82581780778089	17.0030321047717	3.7320172832295e-05	0.00454332525062216	Hsph1
ENSMUSG00000019916	4114	-0.727834409347874	5.31015309701528	16.9892462623811	3.75921324829981e-05	0.00454332525062216	P4ha1
ENSMUSG00000072941	3738	-1.46765339350119	3.80678084542984	16.9663612691887	3.80480009226386e-05	0.00455808375965329	Sod3
ENSMUSG00000029174	7405	-0.808575114768899	6.99902452265008	16.9048174686366	3.93017108145006e-05	0.00466733447472726	Tbc1d1
ENSMUSG00000021978	6063	-0.861109763470615	5.53446670669503	16.8848006981423	3.97183578524532e-05	0.00467615183785305	Extl3
ENSMUSG00000029190	18420	-0.927737328697253	5.93485927911036	16.7401615383296	4.28639547170772e-05	0.00498910807855794	D5Ertd579e
ENSMUSG00000052684	3189	-0.864266078576144	7.01878956230684	16.7294260445951	4.31071797078302e-05	0.00498910807855794	Jun
ENSMUSG00000025823	2399	-1.07793654871622	3.73200826611042	16.5372492068183	4.77036768640077e-05	0.00547469844480465	Pdia4
ENSMUSG00000037242	6572	-0.8312945399485	6.57833101484769	16.4732894077551	4.9340316673019e-05	0.00561533920669517	Clic4
ENSMUSG00000030208	5935	-1.60601567029952	4.0077283606055	16.3690197361927	5.21303766490389e-05	0.00588383928839607	Emp1
ENSMUSG00000074582	8770	-0.928173965468427	4.92902494939225	16.296168464082	5.41733800712405e-05	0.00599632432954167	Arfgef2
ENSMUSG00000024978	6664	-0.879718572618764	7.33697783476035	16.2866657898677	5.44457383979689e-05	0.00599632432954167	Gpam
ENSMUSG00000000126	3329	-0.933353442879247	4.21699606784738	16.2773756193089	5.47133372040796e-05	0.00599632432954167	Wnt9a
ENSMUSG00000071984	9870	-2.56526758493226	4.75337355503834	16.2715004903142	5.48832497029149e-05	0.00599632432954167	Fndc1
ENSMUSG00000022770	10736	-0.936832332039429	4.67473697511076	16.2327594197232	5.60170304132789e-05	0.0060716236853504	Dlg1
ENSMUSG00000009905	8147	-1.21771120059829	3.29200587358989	16.1453913959375	5.8661129274701e-05	0.00625886751956713	Kdsr
ENSMUSG00000029860	5390	-0.978847756702229	4.97840587455119	15.9878005599578	6.37519726458306e-05	0.00674930767770627	Zyx
ENSMUSG00000032402	5542	-0.857871516906236	6.54069190745572	15.7585917967127	7.19603771743917e-05	0.0074245909519198	Smad3
ENSMUSG00000038456	7229	-1.92567543611089	1.48073399477462	15.748248716802	7.2354890178672e-05	0.0074245909519198	Dennd2a
ENSMUSG00000037098	6935	-1.01169535007091	6.32449001431821	15.7430691928781	7.25532680510851e-05	0.0074245909519198	Rab11fip3
ENSMUSG00000021171	9143	-0.989763083001431	5.19094701999651	15.7385887276571	7.27253129897724e-05	0.0074245909519198	Esyt2
ENSMUSG00000016382	4238	-0.836892980200648	4.5609392106238	15.7219962443834	7.33660279456533e-05	0.0074245909519198	Pls3
ENSMUSG00000040596	9586	-1.17897473350451	3.87659303963125	15.7213168498909	7.33923832839696e-05	0.0074245909519198	Pogk
ENSMUSG00000000555	4933	-1.22974515691822	3.98808378948952	15.6676211463194	7.55057774931365e-05	0.00758222355311592	Itga5
ENSMUSG00000001995	9617	-1.47109503792911	3.21786589109844	15.6507862024569	7.61809045137511e-05	0.00759417965652773	Sipa1l2
ENSMUSG00000036887	1040	-2.68670453851063	3.93127475739641	15.6017763153751	7.81811093730421e-05	0.00773709717904084	C1qa
ENSMUSG00000022822	10681	-0.835565972071296	5.93911234432056	15.5765007395904	7.92332285630277e-05	0.00778480721212424	Abcc5
ENSMUSG00000020170	8747	-1.08635326965918	3.45674210270799	15.4736897377942	8.36617168031714e-05	0.00812390044844116	Frs2
ENSMUSG00000049858	2497	-0.865444059392995	4.13796281541425	15.4688954039479	8.38742010126824e-05	0.00812390044844116	Suox
ENSMUSG00000008845	5461	-1.54835360042163	3.35801103717678	15.3590566216355	8.8893793039864e-05	0.00854945444750298	Cd163
ENSMUSG00000053460	3244	-0.88390146501956	3.80774440024753	15.330819245	9.0232375200201e-05	0.00856828400312882	Ggcx
ENSMUSG00000026478	8272	-0.855377739876401	5.81833929445961	15.3284761073782	9.0344357944684e-05	0.00856828400312882	Lamc1
ENSMUSG00000054675	2315	-2.8389395010551	1.95499098877493	15.2754029573617	9.29186173647361e-05	0.00869205724137691	Tmem119
ENSMUSG00000022500	5156	-0.963060511763483	3.88990024190695	15.2753273443387	9.29223370609233e-05	0.00869205724137691	Litaf
ENSMUSG00000033788	8328	-0.955201289705561	5.5592876167049	15.1592329211177	9.88139239200671e-05	0.00918028407466909	Dysf
ENSMUSG00000040848	5702	-1.08059952458302	4.26054054632151	15.1359885504109	0.000100037967024045	0.00923120618680662	Sft2d2
ENSMUSG00000074971	2267	-1.50654030980187	2.55379854897972	15.1132517102358	0.000101250046462066	0.00928034821833852	Fibin
ENSMUSG00000039252	6528	-2.5955941446739	1.08433816008717	14.9482655257133	0.000110499596070109	0.00999399326840716	Lgi2
ENSMUSG00000022102	2902	-3.0206151189919	1.1268350493959	14.9323869924594	0.000111433476104273	0.010012151204974	Dok2
ENSMUSG00000019122	3045	-2.93131554379706	3.25067454457142	14.8721359244643	0.000115049927350181	0.0102434257566757	Ccl9
ENSMUSG00000016918	11294	-1.4068825915347	3.49197643814704	14.8646468912233	0.00011550762001377	0.0102434257566757	Sulf1
ENSMUSG00000055980	9144	-1.25078482004443	6.85499598169567	14.8085891443228	0.000118992308056064	0.0104332101507987	Irs1
ENSMUSG00000023938	4765	-0.754297682650012	4.85942163501284	14.8055090229618	0.000119186814426851	0.0104332101507987	Aars2
ENSMUSG00000057137	5853	-1.11740705784361	3.57140070483228	14.7936370180753	0.000119939517732694	0.0104332101507987	Tmem140
ENSMUSG00000018217	2354	-0.746363403733932	5.14317740215732	14.7231309139253	0.000124509356401091	0.0107621789896816	Pmp22
ENSMUSG00000075602	1205	-1.03571520493608	5.76105483182348	14.6534477119754	0.000129198098222798	0.0110972228140173	Ly6a
ENSMUSG00000029547	9270	-0.735084004962338	5.05654602386055	14.6287587276559	0.0001309016462919	0.0111188075329084	Ints1
ENSMUSG00000039084	1680	-1.75173425403405	3.03585871598762	14.6182987031363	0.000131630194565414	0.0111188075329084	Chad
ENSMUSG00000035151	11138	-1.14776618264881	3.47833324419355	14.603518659721	0.000132666600262977	0.0111188075329084	Elmod2
ENSMUSG00000029675	8098	-1.90780759513266	3.64271247897129	14.580576783782	0.000134291627746502	0.0111830534154511	Eln
ENSMUSG00000032231	3731	-1.50721903623279	5.75473455829199	14.542646911223	0.000137022367935874	0.0112792332403824	Anxa2
ENSMUSG00000070803	1249	-1.16371181609162	4.35027169374557	14.5416018828616	0.000137098390415427	0.0112792332403824	Cited4
ENSMUSG00000028995	10117	-1.18645729335491	2.91901384589935	14.4575298753725	0.000143355591324655	0.0117233970701845	Hycc1
ENSMUSG00000020681	5287	-1.66708039125554	4.92177973474448	14.3567596138209	0.000151235745946709	0.0122214590674214	Ace
ENSMUSG00000027274	3227	-1.01358095208317	3.05069902489313	14.345147272973	0.0001521714105961	0.0122247350265349	Mkks
ENSMUSG00000015766	12355	-0.97025123993199	3.46640765932371	14.3131626242637	0.000154778826083868	0.0123614878820315	Eps8
ENSMUSG00000121135	1552	-2.26330563912383	3.54873374763272	14.2967439788303	0.000156134716010944	0.0123905636689438	Hmga2-ps1
ENSMUSG00000120878	485	-3.36750835034999	1.00726150678142	14.2865618106086	0.000156981585820056	0.0123905636689438	Gm56663
ENSMUSG00000030265	5347	-0.920192816643524	4.56564233545291	14.2664757580886	0.000158665767513942	0.0123905636689438	Kras
ENSMUSG00000032265	5703	-1.55390077996802	2.61224897278536	14.2652164937061	0.000158771958853714	0.0123905636689438	Tent5a
ENSMUSG00000048332	5108	-1.00714455879048	4.20894495059718	14.2366654951101	0.000161198911705162	0.0124931998010828	Lhfpl6
ENSMUSG00000030278	1856	-2.42263758910555	1.88028027387573	14.2283042527241	0.000161916699479509	0.0124931998010828	Cidec
ENSMUSG00000032332	15228	-2.01957930984079	2.82891136833682	14.200315292131	0.000164342973760784	0.0126091684980395	Col12a1
ENSMUSG00000031274	6718	-2.71181776875444	0.764415702204036	14.0807289624393	0.000175128921923328	0.0133006567379416	Col4a5
ENSMUSG00000030091	10474	-0.916050178905232	4.97377771529558	14.0788563041805	0.000175303376497729	0.0133006567379416	Nup210
ENSMUSG00000036412	2975	-4.22160589780964	1.66717773935045	14.0680930075328	0.000176309471803262	0.0133030853945699	Arsi
ENSMUSG00000055116	7523	-1.12467863008831	4.44483592420443	14.0511353535464	0.000177906395668517	0.0133498222288183	Bmal1
ENSMUSG00000009687	4192	-1.36783898328206	2.73477640345698	14.0340625030491	0.000179528886571756	0.0133723168690661	Fxyd5
ENSMUSG00000104453	2213	-0.705280546135268	5.04986478198972	14.0274167254023	0.000180164480040137	0.0133723168690661	Gm37829
ENSMUSG00000034201	6100	-1.2782554050144	3.40586469981466	13.9991194425636	0.00018289626670019	0.0135016989963487	Gas2l1
ENSMUSG00000028552	6931	-0.873233589044946	5.78045105553412	13.8771232942825	0.000195159570652831	0.0142124751272741	Eps15
ENSMUSG00000027087	10744	-0.908834578772226	3.80980815719474	13.8703359822498	0.000195865675831687	0.0142124751272741	Itgav
ENSMUSG00000032633	4322	-0.936394988448912	6.91127121116649	13.8624696840171	0.000196687251889493	0.0142124751272741	Flcn
ENSMUSG00000035493	3771	-1.08567681341541	4.66470492122658	13.8115935491058	0.000202085378375054	0.0144509583343988	Tgfbi
ENSMUSG00000027340	7951	-0.90275609729773	3.79196961646038	13.8114213000361	0.000202103905826328	0.0144509583343988	Slc23a2
ENSMUSG00000023224	2325	-1.13837731378483	6.1387838965536	13.7378542219988	0.000210175462862889	0.0149498244599921	Serping1
ENSMUSG00000032788	5397	-0.945557255488632	3.96585665103314	13.7048873167194	0.000213897128934445	0.0151357154914908	Pdxk
ENSMUSG00000037060	1662	-1.08483710467601	3.94744463533473	13.6846761781192	0.000216211544619876	0.0152206240457405	Cavin3
ENSMUSG00000022946	9890	-0.88135706026377	4.26182062287519	13.6597189078265	0.000219104297182709	0.0153451660852526	Dop1b
ENSMUSG00000021508	1827	-0.816580202026009	5.6783053908905	13.6267456229823	0.000222986061097893	0.0155373501857853	Cxcl14
ENSMUSG00000002602	5033	-1.58736620571094	5.38870987791429	13.5945728001814	0.000226840383187277	0.0157256807776073	Axl
ENSMUSG00000033544	2841	-1.82667057453923	1.91629102405614	13.5743259433328	0.000229300315261161	0.0158159313410185	Angptl1
ENSMUSG00000020315	17492	-0.675885159758785	6.6271926213515	13.5620823509114	0.000230800899701735	0.0158394366192291	Sptbn1
ENSMUSG00000035279	4590	-1.9949943029627	2.94461387714887	13.4911550684705	0.000239690604220807	0.0163672729092178	Ssc5d
ENSMUSG00000031207	6327	-0.687434507341385	6.08447825555377	13.4737250017695	0.00024192753122434	0.0164055792899933	Msn
ENSMUSG00000074457	1617	-0.763628400905777	5.07001030245391	13.4680985431292	0.000242654098014106	0.0164055792899933	S100a16
ENSMUSG00000037071	4892	-2.05646320700317	5.68249233056261	13.4451840902089	0.000245635918223713	0.0165253681536022	Scd1
ENSMUSG00000025986	6095	-1.19277123360742	3.09913178651018	13.3105199226164	0.000263921169995572	0.0176684873462232	Slc39a10
ENSMUSG00000061100	599	-1.3471417333296	2.58985999355107	13.2859824061764	0.000267397876528159	0.0178139160963174	Retnla
ENSMUSG00000066877	4455	-1.11163704208734	4.01850886066779	13.2147788444024	0.00027775027077353	0.0182960887455356	Nck2
ENSMUSG00000038886	10317	-0.773686623632654	7.04688598270107	13.2099729531074	0.000278463390906576	0.0182960887455356	Man2a2
ENSMUSG00000039109	6741	-2.50756829504007	3.99056889086574	13.1996973588001	0.000279994328755725	0.0182960887455356	F13a1
ENSMUSG00000037458	6256	-0.721553669255393	5.5270485746324	13.1649175208348	0.000285239342241423	0.0185500652237672	Azin1
ENSMUSG00000022464	4261	-0.781207234679974	6.344971603566	13.120534441764	0.000292076703142155	0.0189046992171204	Slc38a4
ENSMUSG00000034723	10907	-1.27124714969739	4.22086365345396	13.0843288548115	0.000297776505067257	0.0191827062721865	Tmx4
ENSMUSG00000031557	5579	-0.935075229385294	3.67636477831387	13.018171558882	0.000308482868048281	0.0197791104644853	Plekha2
ENSMUSG00000021702	3289	-1.04841815427121	6.54210526721314	12.9993695811575	0.00031159586509399	0.0198165526750835	Thbs4
ENSMUSG00000045767	4652	-0.687540995994669	5.67483468921794	12.9971294258078	0.000311968867624145	0.0198165526750835	B230219D22Rik
ENSMUSG00000018927	1795	-2.52881896855622	3.24757591831529	12.8948591620915	0.000329485889228373	0.020832355505518	Ccl6
ENSMUSG00000017009	2547	-1.02456454183593	5.70103740369018	12.8237637166734	0.000342244571595581	0.02153932771558	Sdc4
ENSMUSG00000030122	1619	-0.75675140344889	4.55230579856588	12.7968385295044	0.00034720559681215	0.0216549744966625	Ptms
ENSMUSG00000021200	3542	-0.67652043735925	9.86144937471577	12.7965810828946	0.000347253380300877	0.0216549744966625	Asb2
ENSMUSG00000050812	11447	-0.82041561992088	7.32371818750767	12.7570161914662	0.000354676231710329	0.0219399341708037	Ecpas
ENSMUSG00000026042	9591	-3.0750846614878	5.19015359284524	12.7544822240201	0.00035515705157122	0.0219399341708037	Col5a2
ENSMUSG00000046062	5594	-1.11207932584279	4.25539888828438	12.7466760406243	0.000356642409454377	0.0219399341708037	Ppp1r15b
ENSMUSG00000113326	2028	-1.54211609536622	2.06554166094165	12.7171094084587	0.000362325370913145	0.0221895856078961	Gm47586
ENSMUSG00000039646	3007	-1.32048900745917	3.11047360868377	12.6422449505487	0.000377126831161385	0.0229929514873707	Vasn
ENSMUSG00000048126	11963	-2.0594142320606	5.02214950187092	12.5890964724432	0.000388003669768522	0.023550960524572	Col6a3
ENSMUSG00000021365	6376	-0.910408452208955	3.52305693218272	12.5123597427008	0.00040426867857745	0.0242961165370491	Nedd9
ENSMUSG00000031250	1353	-1.79369416475967	2.30237892914368	12.5075406946569	0.000405312779502578	0.0242961165370491	Tnmd
ENSMUSG00000020053	9904	-1.76239854874981	4.3036725705765	12.5061378410982	0.000405617234418041	0.0242961165370491	Igf1
